company_name,industry_type
데상트코리아,"섬유·의류·패션,남녀용 겉옷 및 셔츠 도매업,백화점·유통·도소매,그 외 기타 전문, 과학 및 기술 서비스업,기타 의복 소매업,,상품 종합 중개업"
KCC,"건물 건설업,일반용 도료 및 관련제품 제조업,컴퓨터시스템 통합 자문 및 구축 서비스업,금속 문, 창, 셔터 및 관련제품 제조업,백화점·유통·도소매"
서울관광마케팅,"협회·단체,광고·홍보·전시"
서울도시철도공사,"도시철도 운송업,교량, 터널 및 철도 건설업"
한화케미칼,"석유화학계 기초 화학물질 제조업,화학·에너지·환경"
신한은행,"국내은행,상호저축은행 및 기타 저축기관,은행·금융,솔루션·SI·CRM·ERP,협회·단체"
한국산업단지공단,"공기업·공공기관,시설관리·보안·경비"
한국우편사업진흥원,기타 인쇄업
도로교통안전공단,공기업·공공기관
삼화플라스틱,"금속 캔 및 기타 포장용기 제조업,그 외 자동차용 신품 부품 제조업,포장용 플라스틱 성형용기 제조업,생활화학·화장품"
국민건강보험공단,"건강 보험업,일반 병원,노인 요양 복지시설 운영업,제약·보건·바이오,방문 복지서비스 제공업"
남해화학,복합비료 및 기타 화학비료 제조업
미원상사,화학·에너지·환경
인천항만공사,"공기업·공공기관,경비 및 경호 서비스업"
코레일,"기타 음ㆍ식료품 위주 종합 소매업,승강기 제조업,음식료·외식·프랜차이즈,철도 여객 운송업"
프리드라이프,장례식장 및 장의관련 서비스업
서울과학종합대학원,"학교(초·중·고·대학·특수),"
알바이오,"제약·보건·바이오,의약용 화합물 및 항생물질 제조업,그 외 기타 식료품 제조업,,신발 도매업,의료용 기구 소매업"
스타리온,"전기용 기계.장비 및 관련 기자재 도매업,기타 가정용 전기기기 제조업"
현대오토에버,"솔루션·SI·CRM·ERP,응용 소프트웨어 개발 및 공급업,"
동원,"건물 및 구축물 해체 공사업,철물, 금속 파스너 및 수공구 도매업,직물, 편조원단 및 의복류 염색 가공업,,컴퓨터 및 주변장치, 소프트웨어 도매업,백화점·유통·도소매,기계·기계설비,자동차 차체용 신품 부품 제조업,아파트 건설업,원양 어업"
한국전력거래소,그 외 기타 분류 안된 사업지원 서비스업
키즈쉬즈한의원,제약·보건·바이오
한라고속,
남양유업,"액상시유 및 기타 낙농제품 제조업,식품가공,,낙농품 및 동.식물성 유지 도매업,음식료·외식·프랜차이즈,방문 판매업,기타 식료품 소매업"
E1,"기체연료 및 관련제품 도매업,금속 가구 제조업,경영 컨설팅업,산업용 냉장 및 냉동 장비 제조업,뉴스 제공업,배관 및 냉ㆍ난방 공사업,섬유·의류·패션,반도체·디스플레이·광학,의약품 도매업"
동부익스프레스,"일반 화물자동차 운송업,통관 대리 및 관련서비스업"
패커드코리아,자동차용 신품 동력전달장치 제조업
사립학교,"학원·어학원·교육원,공기업·공공기관,연금업,그 외 기타 분류 안된 사업지원 서비스업,교육 행정"
SK하이닉스,"발광 다이오드 제조업,기타 반도체소자 제조업,,건축·설비·환경,반도체·디스플레이·광학,광고·홍보·전시"
동화기업,"강화 및 재생 목재 제조업,골프장 운영업,,학원·어학원·교육원"
강남구건강가정지원센터,
미래에셋증권,증권 중개업
호텔 휴,
SK C&C,"그 외 기타 분류 안된 화학제품 제조업,화학·에너지·환경,기록매체 복제업,그 외 기타 전자부품 제조업,플라스틱물질 및 합성고무 도매업,증류기, 열교환기 및 가스발생기 제조업,통신.방송장비 및 부품 도매업,플라스틱 필름 제조업,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업"
IBK,"그 외 기타 여신금융업,주거용 부동산 관리업,상호저축은행 및 기타 저축기관,국내은행,증권 중개업,생명 보험업,은행·금융"
KB손해보험,"손해 보험업,,증권·보험·카드"
신한기계,"그 외 기타 기계 및 장비 도매업,인쇄 및 제책용 기계 제조업"
nhn 엔터테인먼트,매니저업
위민,"광고 대행업,회계·세무·법무,,매니저업"
LG 서브원,"그 외 기타 상품 전문 도매업,고무 의류 및 기타 위생용 비경화 고무제품 제조업"
도로교통공단,"공기업·공공기관,"
JNC,"임시 및 일용 인력 공급업,전자상거래 소매 중개업,유선 통신장비 제조업,주거용 건물 건설업,광고·홍보·전시"
[캐논쎄미콘덕터엔지니어링],기타 엔지니어링 서비스업
무역보험공사,"기타 보험 및 연금관련 서비스업,기타 수상 운송지원 서비스업"
동아오츠카,기타 비알코올 음료 제조업
삼성생명,"생명 보험업,은행·금융,증권·보험·카드,"
한국수력원자력,"공기업·공공기관,원자력 발전업,"
바텍네트웍스,"전기·전자·제어,의료기기 도매업,치과용 기기 제조업"
대웅제약,"의약용 화합물 및 항생물질 제조업,금속 문, 창, 셔터 및 관련제품 제조업"
법무법인 해냄,회계·세무·법무
아식스,"백화점·유통·도소매,섬유·의류·패션"
SR,",문서 작성업,합성수지 및 기타 플라스틱 물질 제조업,호텔·여행·항공,기타 광고업,백화점·유통·도소매,기타 외국식 음식점업,음ㆍ식료품 및 담배 가공기계 제조업"
원진파트너스,
동원F&B,"식품가공,낙농품 및 동.식물성 유지 도매업,쇼핑몰·오픈마켓·소셜커머스"
서한기업,임시 및 일용 인력 공급업
삼천리,"자동차·조선·철강·항공,연료용 가스 제조 및 배관공급업,배관 및 냉ㆍ난방 공사업,유압기기 제조업,,육상 여객 운송업,화학·에너지·환경"
KT&G,"유선 통신업,스포츠 클럽 운영업,네트워크·통신서비스,데이터베이스 및 온라인정보 제공업"
한국지역난방공사,"증기, 냉.온수 및 공기조절 공급업,건물용 기계.장비 설치 공사업,배관 및 냉ㆍ난방 공사업,강관 제조업"
롯데칠성음료,"물류·운송·배송,기타 비알코올 음료 제조업,,비알코올음료 도매업,생활용품·소비재·기타"
빙그레,아이스크림 및 기타 식용빙과류 제조업
베르나바이오텍코리아,
삼호개발,토공사업
한국인터넷진흥원,"그 외 기타 정보 서비스업,만화 출판업,협회·단체,"
세종특별자치시,"유선 통신업,모바일·APP,그 외 기타 달리 분류되지 않은 제품 제조업,생활용품·소비재·기타,임시 및 일용 인력 공급업,통신.방송장비 및 부품 도매업,주거용 건물 개발 및 공급업,,의료기기 도매업"
도로교통공산,
신용회복위원회,그 외 기타 금융 지원 서비스업
세이브존,"대형 마트,음식료·외식·프랜차이즈,백화점,백화점·유통·도소매"
강영수특허법률사무소,
롯데정보통신,"컴퓨터 프로그래밍 서비스업,솔루션·SI·CRM·ERP"
외환은행,국내은행
신영증권,증권 중개업
안동시시설관리공단,사업시설 유지.관리 서비스업
유니클로,
KTCS,"네트워크·통신서비스,데이터베이스 및 온라인정보 제공업"
부산도시공사,"연료용 가스 제조 및 배관공급업,기타 부동산 개발 및 공급업"
대구도시철도공사,도시철도 운송업
씨아이에스텍,솔루션·SI·CRM·ERP
ECS텔레콤,"네트워크·통신서비스,응용 소프트웨어 개발 및 공급업"
LG이노텍,"그 외 기타 전자부품 제조업,"
한국국제교류재단,그 외 기타 협회 및 단체
새롬정보시스템,"가전제품 및 부품 도매업,솔루션·SI·CRM·ERP"
삼천리도시가스,"연료용 가스 제조 및 배관공급업,그 외 기타 분류 안된 사업지원 서비스업"
삼성SDS,"컴퓨터 프로그래밍 서비스업,IT컨설팅,솔루션·SI·CRM·ERP"
한국서부발전,화력 발전업
삼성물산 건설부문,건설·시공·토목·조경
한국교육방송공사,"문구용품, 회화용품, 사무용품.. 도매업,지상파 방송업,일반 교과 학원"
롯데,"비주거용 건물 임대업,호텔업,신용카드 및 할부금융업,기타 운송장비 임대업,상품 종합 중개업,아이스크림 및 기타 식용빙과류 제조업"
LG display,"이동전화기 제조업,전기·전자·제어,,전자감지장치 제조업,쇼핑몰·오픈마켓·소셜커머스,반도체·디스플레이·광학,물류·운송·배송,광고·홍보·전시,게임·애니메이션"
동양시멘트,
삼성화재,"손해 보험업,은행·금융"
한국자산관리공사,"기금 운영업,공기업·공공기관,임시 및 일용 인력 공급업"
신한금융투자,증권 중개업
신용보증기금,"일반전기 공사업,전기·전자·제어,잡지 및 정기간행물 발행업,신문, 잡지 및 정기간행물 출판업,산업용 냉장 및 냉동 장비 제조업,보증 보험업"
농협사료,"배합 사료 제조업,물류·운송·배송,사료 도매업,,농축산·어업·임업"
일진머티리얼즈,전자감지장치 제조업
삼성전기,"그 외 기타 전자부품 제조업,배전반 및 전기 자동제어반 제조업,기계·기계설비,전기용 기계.장비 및 관련 기자재 도매업,가전제품 및 부품 도매업,종이 원지, 판지, 종이상자 도매업,건물용 기계.장비 설치 공사업,일반용 전기 조명장치 제조업,기타 일반 기계 및 장비 수리업,그 외 기타 분류 안된 비금속 광물제품 제조업"
서울보건복지인력개발원,
세아창원특수강,"제강업,"
이니스프리 제주하우스,
네패스,"다이오드, 트랜지스터 및 유사 반도체소자 제조업,그 외 기타 분류 안된 전문, 과학 및 기술 서비스업,건설·시공·토목·조경,합성수지 및 기타 플라스틱 물질 제조업,건물 건설업"
현대증권,
쿠팡,"쇼핑몰·오픈마켓·소셜커머스,기타 육상 운송지원 서비스업,전자상거래 소매업"
어린이집,",유아·유치원·어린이집"
대원제약,완제 의약품 제조업
동그라미재단,그 외 기타 협회 및 단체
KB국민은행,"국내은행,상호저축은행 및 기타 저축기관,은행·금융,"
CJ올리브네트웍스,솔루션·SI·CRM·ERP
이노션,"광고 대행업,의료기기 도매업,도장 및 기타 피막처리업,광고·홍보·전시,골재, 벽돌 및 시멘트 도매업,건설·시공·토목·조경,사무용 가구 및 기기 도매업,부동산·중개·임대"
KT렌탈,모바일·APP
동우화인켐,"반도체·디스플레이·광학,"
SK텔레콤,"무선 및 위성 통신업,통신기기 소매업,백화점·유통·도소매,네트워크·통신서비스,통신.방송장비 및 부품 도매업"
한국공항공사,"공항 운영업,"
버버리,"섬유·의류·패션,의복 액세서리 및 모조 장신구 도매업,"
메가스터디,"교과서 및 학습서적 출판업,학원·어학원·교육원,온라인 교육 학원"
고려해운,"물류·운송·배송,외항 화물 운송업,화물운송 중개, 대리 및 관련 서비스업"
롯데케미칼,"석유화학계 기초 화학물질 제조업,인테리어·자재"
대우조선해양,"선박 및 수상 부유 구조물 건조업,자동차·조선·철강·항공,"
한전KPS,"일반전기 공사업,공기업·공공기관,,건축·설비·환경"
성형외과치과,"제약·보건·바이오,인테리어·자재,금속·재료·자재,디자인·CAD"
힐링인터네셔널,접착제 및 젤라틴 제조업
국민연금관리공단,"기금 운영업,호텔·여행·항공"
예일전자,"컴퓨터시스템 통합 자문 및 구축 서비스업,기타 반도체소자 제조업,그 외 기타 분류 안된 전문, 과학 및 기술 서비스업,철물, 금속 파스너 및 수공구 도매업"
에드워드코리아,그 외 기타 전자부품 제조업
삼표,"금속·재료·자재,건설·시공·토목·조경,,레미콘 제조업,운송장비용 주유소 운영업,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업,철도궤도 전문공사업"
부산항만공사,공기업·공공기관
오더커뮤니케이션즈,
LG디스플레이,"이동전화기 제조업,전기·전자·제어,액정 표시장치 제조업,전자감지장치 제조업,물류·운송·배송"
제주항공,"항공 여객 운송업,학원·어학원·교육원,호텔업,호텔·여행·항공,"
BC카드,"은행·금융,신용카드 및 할부금융업"
코오롱 패션머티리얼,
금강제화,"섬유·의류·패션,쇼핑몰·오픈마켓·소셜커머스"
엠피씨,"문구용 종이제품 제조업,인력 공급업,임시 및 일용 인력 공급업,경영 컨설팅업"
중앙에스엠,배전반 및 전기 자동제어반 제조업
대통령 경호처,비주거용 건물 임대업
에어부산,"항공 여객 운송업,호텔·여행·항공"
YG-1,
서울메트로,"도시철도 운송업,건축물 일반 청소업,건설·시공·토목·조경"
다쏘시스템코리아,솔루션·SI·CRM·ERP
수성엔지니어링,건물 및 토목 엔지니어링 서비스업
비츠로시스,배전반 및 전기 자동제어반 제조업
대한적십자사,"그 외 기타 보건업,"
CJ,"음식료·외식·프랜차이즈,서양식 음식점업,설탕 제조업,도로 화물 운송업,지주회사,방송·케이블·프로덕션,기타 통신 판매업,영화관 운영업,부동산·중개·임대"
교원그룹,"출판·인쇄·사진,교과서 및 학습서적 출판업,"
두산중공업,기타 기관 및 터빈 제조업
샘표식품,"지주회사,장류 제조업,백화점·유통·도소매,기타 가공식품 도매업"
경찰공제회,"공기업·공공기관,비주거용 건물 임대업,"
전력거래소,그 외 기타 분류 안된 사업지원 서비스업
한국산업기술진흥원,"패션, 섬유류 및 기타 전문 디자인업,공기업·공공기관,기타 공학 연구개발업"
KIS TEMP,임시 및 일용 인력 공급업
한화리조트,"휴양콘도 운영업,그 외 기타 달리 분류되지 않은 개인 서비스업,호텔·여행·항공"
LG유니참,
KOICA,"의료기기 도매업,외무 행정,기타 전문 서비스업"
심텍,"전기·전자·제어,액정 표시장치 제조업,건물 및 토목 엔지니어링 서비스업"
현대해상,"손해 보험업,응용 소프트웨어 개발 및 공급업,콜센터·아웃소싱·기타,보험 대리 및 중개업,"
KEB하나은행,"부동산 임대업,국내은행,,은행·금융"
지오콘다,합성섬유 제조업
해태제과,"음식료·외식·프랜차이즈,식품가공,백화점·유통·도소매,물류·운송·배송"
신세계,"백화점·유통·도소매,백화점,의료용 기기 제조업,전자상거래 소매업,쇼핑몰·오픈마켓·소셜커머스,하수 처리업,컴퓨터시스템 통합 자문 및 구축 서비스업,주류 도매업,사업시설 유지.관리 서비스업"
대성엘텍,그 외 자동차용 신품 부품 제조업
디지털대성,"일반 교과 학원,데이터베이스 및 온라인정보 제공업"
삼성카드 고객서비스,그 외 기타 금융 지원 서비스업
SC제일은행,국내은행
제니스이엔씨,
금호타이어,"타이어 및 튜브 제조업,정비·A/S·카센터,,자동차·조선·철강·항공,산업용 트럭, 승강기 및 물품취급장비 제조업"
삼성물산,"건축·설비·환경,직물 도매업,,건설·시공·토목·조경"
iCOOP 생협,식품가공
한전 KPS,"일반전기 공사업,공기업·공공기관,,건축·설비·환경"
어린이재단,"그 외 기타 협회 및 단체,유아·유치원·어린이집,협회·단체,보육시설 운영업,공기업·공공기관"
LG 생활건강,"화장품 제조업,그 외 기타 생활용품 도매업,뷰티·미용,디자인·CAD"
휴맥스,"지주회사,비디오 및 기타 영상기기 제조업,용달 화물자동차 운송업,기타 과실ㆍ채소 가공 및 저장 처리업,안경, 사진장비 및 광학용품 도매업,IT컨설팅,물류·운송·배송,유선 통신장비 제조업,화물운송 중개, 대리 및 관련 서비스업"
광주은행,"국내은행,은행·금융"
오토텍,"반도체 제조용 기계 제조업,배전반 및 전기 자동제어반 제조업,자동차·조선·철강·항공,기계·기계설비,백화점·유통·도소매,자동차 엔진용 신품 부품 제조업,,금속·재료·자재,그 외 기타 특수목적용 기계 제조업"
노틸러스효성,
CGV,"영화관 운영업,통신.방송장비 및 부품 도매업,한식 일반 음식점업,스포츠·여가·레저,백화점·유통·도소매,음식료·외식·프랜차이즈"
LG CNS,"컴퓨터시스템 통합 자문 및 구축 서비스업,게임·애니메이션"
Atlas Copco,기계·기계설비
진양제약,제약·보건·바이오
유니드컴즈,응용 소프트웨어 개발 및 공급업
스카이씨엔에스,
에쓰오일,"원유 정제처리업,윤활유 및 그리스 제조업,백화점·유통·도소매"
삼천리자전거,"자전거 및 기타 운송장비 도매업,운동용품 및 자전거 소매업,백화점·유통·도소매"
서린바이오사이언스,의료기기 도매업
국민연금공단,"기금 운영업,호텔·여행·항공"
엘지유플러스,"무선 및 위성 통신업,통신.방송장비 및 부품 도매업,통신기기 소매업,백화점·유통·도소매"
롯데건설,종합 건설업
스시코우지,일식 음식점업
대구특수금속,기타 인쇄업
GS엠비즈,백화점·유통·도소매
세스코,"제약·보건·바이오,소독, 구충 및 방제 서비스업,일반용 전기 조명장치 제조업,,광고·홍보·전시"
KT DS,컴퓨터시스템 통합 자문 및 구축 서비스업
한국CFO협회,
LIG,"응용 소프트웨어 개발 및 공급업,무기 및 총포탄 제조업,,은행·금융"
신협,"토공사업,생활용 포장 및 위생용품, 봉투 및 유사 제품 도매업,신용조합,연성 및 기타 인쇄회로기판 제조업,전기·전자·제어"
POSCO,"자동차·조선·철강·항공,화력 발전업,컨설팅·연구·조사,제철업,사업시설 유지.관리 서비스업,기타 엔지니어링 서비스업,도금, 착색 및 기타 표면처리강재 제조업,통신.방송장비 및 부품 도매업"
호텔페이토,호텔업
디바이스이앤지,
GS EPS,"전기·전자·제어,화력 발전업"
여천NCC,석유화학계 기초 화학물질 제조업
한화건설,"화약 및 불꽃제품 제조업,건설·시공·토목·조경,도로 건설업"
애경,"석유화학계 기초 화학물질 제조업,골프장 운영업,백화점·유통·도소매,화장품, 비누 및 방향제 소매업,골판지 상자 및 가공제품 제조업,비누 및 세정제 도매업,백화점,일반용 도료 및 관련제품 제조업,물류·운송·배송"
씨디컴,기타 인쇄업
세화아이엠씨,주형 및 금형 제조업
세원정공,"플라스틱 필름 제조업,자동차 차체용 신품 부품 제조업,그 외 기타 특수목적용 기계 제조업"
파수닷컴,
포스코켐텍,
더와이즈,"전시, 컨벤션 및 행사 대행업,화장품 및 화장용품 도매업,제약·보건·바이오"
경상북도개발공사,도시계획 및 조경설계 서비스업
홈플러스,"백화점·유통·도소매,대형 마트,,음식료·외식·프랜차이즈"
세림티에스지,컴퓨터시스템 통합 자문 및 구축 서비스업
한국도로공사,"그 외 기타 플라스틱 제품 제조업,도로 건설업,교량, 터널 및 철도 건설업,시스템 소프트웨어 개발 및 공급업,건설·시공·토목·조경,도로 및 관련시설 운영업,비주거용 부동산 관리업,그 외 기타 스포츠 서비스업"
대상,"식품가공,전분제품 및 당류 제조업,응용 소프트웨어 개발 및 공급업,건축물 일반 청소업"
모두투어,"여행사업,호텔·여행·항공,비주거용 건물 개발 및 공급업"
엔씨소프트,"유선 온라인 게임 소프트웨어 개발 및 공급업,게임·애니메이션,솔루션·SI·CRM·ERP,경영 컨설팅업"
현대카드,"증권·보험·카드,은행·금융"
와이즈인베스트먼트,부동산·중개·임대
캣콘코리아,그 외 자동차용 신품 부품 제조업
한진,"물류·운송·배송,그 외 기타 분류 안된 개인 서비스업,기타 도로화물 운송업,건설장비 운영업,의약품 도매업,,항공 여객 운송업,그 외 기타 분류 안된 사업지원 서비스업"
대한적십자사 혈액관리본부,
한국거래소,"금융시장 관리업,컨설팅·연구·조사,그 외 기타 분류 안된 사업지원 서비스업,기계·기계설비,쇼핑몰·오픈마켓·소셜커머스,솔루션·SI·CRM·ERP,기타 비철금속 제련, 정련 및 합금 제조업"
NS홈쇼핑,"기타 통신 판매업,백화점·유통·도소매,기타 가공식품 도매업,쇼핑몰·오픈마켓·소셜커머스,산업용 농.축산물, 섬유 원료 및 동물 중개업"
인터파크,"백화점·유통·도소매,전자상거래 소매 중개업,쇼핑몰·오픈마켓·소셜커머스,학원·어학원·교육원,렌탈·임대·리스,공연시설 운영업,교육관련 자문 및 평가업,물류·운송·배송"
샘표,"지주회사,장류 제조업,백화점·유통·도소매,기타 가공식품 도매업"
대구백화점,"백화점·유통·도소매,그 외 기타 건축자재 도매업,음식료·외식·프랜차이즈,스포츠·여가·레저"
동아제약,완제 의약품 제조업
미래잡센터,
풀무원 건강생활,건강기능식품 제조업
대아티아이,솔루션·SI·CRM·ERP
한국타이어,"화학·에너지·환경,자동차 신품 타이어 및 튜브 판매업,,자동차·조선·철강·항공,자동차 수리 및 세차업,정비·A/S·카센터"
한국투자증권,증권 중개업
대한유화공업,
삼성 SDI,"축전지 제조업,유아·유치원·어린이집"
레드캡투어,호텔·여행·항공
페르노리카코리아,주류 도매업
아프로존,"백화점·유통·도소매,화장품 및 화장용품 도매업"
넥슨,"게임·애니메이션,컴퓨터·하드웨어·장비,기타 구조용 금속제품 제조업,모바일 게임 소프트웨어 개발 및 공급업,응용 소프트웨어 개발 및 공급업,그 외 기타 건축 마무리 공사업,유선 온라인 게임 소프트웨어 개발 및 공급업,생활화학·화장품"
한국인사관리협회,협회·단체
현대그린푸드,"백화점,음식료·외식·프랜차이즈,백화점·유통·도소매"
서브원,"그 외 기타 상품 전문 도매업,고무 의류 및 기타 위생용 비경화 고무제품 제조업"
예금보험공사,기금 운영업
한화에너지,"화력 발전업,액체연료 및 관련제품 도매업,콜센터·아웃소싱·기타,사업시설 유지.관리 서비스업"
동화홀딩스,
스카이씨앤에스,
공항철도,"도시철도 운송업,네트워크·통신서비스"
제이마케팅주식회사,"광고·홍보·전시,생활용품·소비재·기타"
대전테크노파크,산업 단체
아이패밀리,"웨딩·상조·이벤트,컨설팅·연구·조사,김밥 및 기타 간이 음식점업,한의원"
에어서울,"항공 여객 운송업,건축·설비·환경"
퍼시스,"기타 목재가구 제조업,물류·운송·배송,사무용 가구 및 기기 도매업,가구 소매업,그 외 기타 분류 안된 개인 서비스업"
날리지큐브,솔루션·SI·CRM·ERP
대한제당,설탕 제조업
현대백화점그룹,
CJ건설,"부동산·중개·임대,건설·시공·토목·조경"
부산교통공사,도시철도 운송업
일진다이아몬드,기타 기초 무기 화학물질 제조업
서원대학교,"학원·어학원·교육원,기타 공학 연구개발업"
부야한의원,
유니세프,"기타 산업진흥 행정,공기업·공공기관"
LG유플러스,"무선 및 위성 통신업,통신.방송장비 및 부품 도매업,통신기기 소매업,백화점·유통·도소매"
여행사,"여행사업,호텔·여행·항공,전세버스 운송업"
굿모닝씨오엠,학원·어학원·교육원
본아이에프,"경영 컨설팅업,음식료·외식·프랜차이즈"
강원도개발공사,휴양콘도 운영업
서양네트웍스,"유아용 의복 제조업,서양식 음식점업,섬유·의류·패션"
LH,"음식료·외식·프랜차이즈,절삭가공 및 유사처리업,방송·케이블·프로덕션,,부동산·중개·임대"
세아상역,"섬유·의류·패션,남자용 겉옷 제조업"
동부화재,"손해 보험업,임시 및 일용 인력 공급업,은행·금융,고용 알선업,자동차 종합 수리업"
S-Oil,"원유 정제처리업,윤활유 및 그리스 제조업,백화점·유통·도소매"
대성 셀틱에너시스,
삼성웰스토리,"음식료·외식·프랜차이즈,광고·홍보·전시"
에이텍,"기타 기술 시험, 검사 및 분석업,컴퓨터 제조업,자동차·조선·철강·항공,전기·전자·제어,콜센터·아웃소싱·기타,변압기 제조업,기타 무선 통신장비 제조업,컴퓨터 및 주변장치, 소프트웨어 도매업,네트워크·통신서비스"
문화예술 놀다,"전시, 컨벤션 및 행사 대행업"
정우산업,"신발 도매업,폴리스티렌 발포 성형제품 제조업,건설·시공·토목·조경,기타 구조용 금속제품 제조업,기타 기계 및 장비 도매업,건물용 금속공작물 설치 공사업,도장 공사업,그 외 기타 특수목적용 기계 제조업,기타 반도체소자 제조업"
GS엠비스,
대전광역시육아종합지원센터,사회복지·요양
미쓰비시 엘리베이터,
SK고용디딤돌,
토지주택공사,"기타 부동산 개발 및 공급업,기타 일반 공공 행정,공기업·공공기관,건설·시공·토목·조경"
더케이홀딩스,무역·상사
LG서브원,"그 외 기타 상품 전문 도매업,고무 의류 및 기타 위생용 비경화 고무제품 제조업"
삼성전자판매,가전제품 및 부품 도매업
계룡건설산업,종합 건설업
국방과학연구소,"기타 공학 연구개발업,그 외 기타 협회 및 단체"
서울의료원,",음식료·외식·프랜차이즈,종합 병원,의료(병원분류별)"
기술보증기금,"공기업·공공기관,사업시설 유지.관리 서비스업"
대교 눈높이,",학습지·방문교육,학원·어학원·교육원"
비알코리아,"아이스크림 및 기타 식용빙과류 제조업,육류 도매업"
비큐러스,보험 대리 및 중개업
롯데관광,"호텔업,백화점,,호텔·여행·항공"
금융보안원,경제 및 경영학 연구개발업
KT CS,"네트워크·통신서비스,데이터베이스 및 온라인정보 제공업"
대유에이텍,자동차용 신품 조향장치 및 현가 장치 제조업
삼천리,"자동차·조선·철강·항공,연료용 가스 제조 및 배관공급업,배관 및 냉ㆍ난방 공사업,유압기기 제조업,,육상 여객 운송업,화학·에너지·환경"
교통안전공단,"공기업·공공기관,,기타 기술 시험, 검사 및 분석업"
고향식품,"기타 식사용 가공처리 조리식품 제조업,기타 가공식품 도매업"
한올바이오파마,완제 의약품 제조업
